Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,ambient_temp,load_density,humidity,shift_encoded,temp_load_stress,humidity_wear,night_load
0,303.3,311.3,1350,48.1,32,1,26.87,0.831,53.72,2,22.329,1719.04,1
2,303.3,311.2,1607,31.7,34,0,25.74,0.607,44.67,0,15.624,1518.78,0
0,303.3,311.3,1389,53.9,39,0,26.11,0.518,42.46,1,13.525,1655.94,0
1,303.3,311.3,1566,46.1,41,0,30.87,0.774,57.29,2,23.893,2348.89,1
1,303.4,311.4,1307,54.0,44,1,27.37,0.77,47.24,0,21.075,2078.56,0
1,303.3,311.5,1569,36.6,47,0,25.43,0.665,67.32,1,16.911,3164.04,0
2,303.3,311.4,1651,30.6,50,0,34.66,0.977,40.38,2,33.863,2019.0,1
2,303.3,311.4,1692,27.9,55,0,24.58,0.584,59.86,0,14.355,3292.3,0
1,303.3,311.5,1373,47.3,60,1,28.14,0.515,44.94,1,14.492,2696.4,0
0,303.2,311.4,1610,35.5,63,0,30.61,0.713,46.8,2,21.825,2948.4,1
0,303.3,311.4,1511,43.4,65,0,21.47,0.549,60.39,0,11.787,3925.35,0
0,303.3,311.5,1412,55.6,67,0,29.92,0.724,48.24,1,21.662,3232.08,0
0,303.4,311.5,1501,36.2,69,0,23.78,0.525,49.84,2,12.484,3438.96,0
0,303.4,311.5,1414,44.8,71,0,31.29,0.59,46.88,0,18.461,3328.48,0
2,303.5,311.5,1629,33.5,73,0,24.15,0.934,72.85,1,22.556,5318.05,0
0,303.4,311.5,1879,21.3,78,0,30.77,0.589,48.83,2,18.124,3808.74,0
2,303.5,311.6,1466,47.0,80,0,32.42,0.53,55.52,0,17.183,4441.6,0
2,303.6,311.7,1476,40.1,85,0,31.45,0.826,52.98,1,25.978,4503.3,0
0,303.6,311.8,1695,30.7,90,0,29.01,0.492,57.21,2,14.273,5148.9,0
0,303.6,311.7,1491,39.8,92,0,27.07,0.546,48.85,0,14.78,4494.2,0
1,303.6,311.8,1659,34.7,94,0,25.69,0.736,52.99,1,18.908,4981.06,0
0,303.6,311.8,1567,31.7,97,0,33.88,0.791,58.94,2,26.799,5717.18,1
0,303.6,311.8,1736,32.9,99,0,25.2,0.833,46.37,0,20.992,4590.63,0
1,303.6,311.8,1421,44.8,101,1,23.85,0.538,65.89,1,12.831,6654.89,0
1,303.6,311.8,1627,30.8,104,0,30.66,0.739,66.85,2,22.658,6952.4,1
1,303.5,311.6,1562,34.2,107,0,24.82,0.58,61.06,0,14.396,6533.42,0
0,303.5,311.6,2183,17.0,110,0,24.2,0.559,55.7,1,13.528,6127.0,0
0,303.5,311.6,1577,38.1,112,0,22.23,0.83,25.09,2,18.451,2810.08,1
1,303.4,311.5,1560,36.4,114,0,26.07,0.568,59.24,0,14.808,6753.36,0
1,303.4,311.5,1483,43.0,117,0,27.67,0.692,51.09,1,19.148,5977.53,0
0,303.5,311.5,1535,33.3,120,0,28.97,0.673,52.54,2,19.497,6304.8,0
1,303.4,311.4,1606,29.6,122,0,31.81,0.489,36.03,0,15.555,4395.66,0
1,303.4,311.5,1817,24.7,125,0,30.11,0.795,59.94,1,23.937,7492.5,0
0,303.4,311.5,1424,50.8,128,0,27.24,0.734,40.51,2,19.994,5185.28,1
0,303.3,311.6,1514,34.7,130,0,27.21,0.352,56.18,0,9.578,7303.4,0
0,303.4,311.6,1449,41.7,132,0,30.04,0.692,64.05,1,20.788,8454.6,0
1,303.5,311.6,1573,34.0,134,0,33.09,0.534,50.31,2,17.67,6741.54,0
0,303.4,311.6,1564,41.9,137,0,28.51,0.815,67.16,0,23.236,9200.92,0
0,303.5,311.6,1428,46.2,139,0,26.12,0.433,47.53,1,11.31,6606.67,0
0,303.5,311.7,1620,31.0,141,0,24.03,0.597,61.0,2,14.346,8601.0,0
2,303.5,311.7,1584,32.7,143,0,22.22,0.704,41.95,0,15.643,5998.85,0
0,303.6,311.8,1222,66.8,148,1,30.67,0.658,65.31,1,20.181,9665.88,0
1,303.6,311.8,1432,42.5,150,0,30.31,0.764,63.76,2,23.157,9564.0,1
0,303.7,311.9,1561,33.3,153,0,30.31,0.422,59.68,0,12.791,9131.04,0
0,303.6,311.8,1614,33.2,155,0,27.49,0.898,51.07,1,24.686,7915.85,0
0,303.5,311.7,1959,22.3,157,0,33.63,0.729,40.98,2,24.516,6433.86,1
0,303.5,311.8,1944,23.5,159,0,26.06,0.854,51.09,0,22.255,8123.31,0
0,303.4,311.7,1793,25.8,161,0,31.82,0.781,66.1,1,24.851,10642.1,0
1,303.4,311.6,1446,50.0,163,0,27.85,0.648,56.3,2,18.047,9176.9,0
0,303.4,311.7,1673,32.2,166,0,25.57,0.457,39.47,0,11.685,6552.02,0
1,303.4,311.7,1515,44.2,168,0,30.37,0.565,43.75,1,17.159,7350.0,0
0,303.4,311.8,1564,35.9,171,0,29.64,0.888,67.53,2,26.32,11547.63,1
0,303.5,311.8,1451,45.2,173,0,29.43,0.858,59.88,0,25.251,10359.24,0
2,303.4,311.8,1693,28.3,175,0,28.33,0.557,42.66,1,15.78,7465.5,0
0,303.4,311.7,1476,42.3,180,0,27.85,0.227,37.34,2,6.322,6721.2,0
0,303.4,311.6,1712,30.1,182,0,37.55,0.618,48.75,0,23.206,8872.5,0
1,303.4,311.6,1425,45.4,184,0,32.74,0.607,36.49,1,19.873,6714.16,0
0,303.3,311.6,1337,56.8,187,1,30.89,0.613,53.44,2,18.936,9993.28,0
1,303.4,311.7,1690,34.9,189,0,28.45,0.729,79.52,0,20.74,15029.28,0
1,303.4,311.7,1353,44.1,192,1,32.03,0.781,39.03,1,25.015,7493.76,0
0,303.5,311.8,1927,21.9,195,0,30.07,0.799,53.14,2,24.026,10362.3,1
1,303.4,311.8,1391,42.7,197,0,28.1,0.717,68.12,0,20.148,13419.64,0
0,303.4,311.8,1366,50.9,200,1,26.79,0.38,62.49,1,10.18,12498.0,0
0,303.4,311.9,1771,31.6,202,0,27.68,0.599,53.51,2,16.58,10809.02,0
1,303.4,311.8,1515,42.6,204,0,15.32,0.996,53.54,0,15.259,10922.16,0
1,303.4,311.8,2133,18.3,207,0,28.84,0.706,43.44,1,20.361,8992.08,0
1,303.4,311.8,1341,47.0,210,1,26.05,0.705,52.32,2,18.365,10987.2,1
0,303.4,311.7,1406,47.1,213,0,34.37,0.704,57.43,0,24.196,12232.59,0
0,303.4,311.8,1306,61.0,215,1,28.08,0.712,66.05,1,19.993,14200.75,0
0,303.3,311.7,1508,35.5,217,0,23.24,0.293,48.8,2,6.809,10589.6,0
0,303.3,311.6,1301,45.1,219,1,27.8,0.614,53.1,0,17.069,11628.9,0
0,303.3,311.7,1539,38.5,221,0,23.82,0.644,45.51,1,15.34,10057.71,0
0,303.3,311.6,1484,44.6,223,0,29.89,0.842,57.25,2,25.167,12766.75,1
0,303.2,311.5,1507,39.2,225,0,29.16,0.657,62.84,0,19.158,14139.0,0
0,303.2,311.5,1544,42.5,227,0,31.83,0.403,61.3,1,12.827,13915.1,0
0,303.2,311.5,1513,37.9,0,0,24.84,0.715,43.3,2,17.761,0.0,1
1,303.2,311.5,1336,58.2,2,1,28.14,0.529,56.47,0,14.886,112.94,0
1,303.2,311.4,2102,19.0,5,0,22.54,0.467,48.23,1,10.526,241.15,0
0,303.2,311.4,1351,53.8,8,1,30.81,0.525,65.11,2,16.175,520.88,0
0,303.3,311.5,1601,35.2,10,0,30.08,0.731,53.39,0,21.988,533.9,0
0,303.2,311.3,1393,52.9,12,0,29.98,0.839,39.8,1,25.153,477.6,0
0,303.3,311.3,1592,33.7,14,0,28.01,0.722,52.8,2,20.223,739.2,1
0,303.3,311.3,1409,51.8,16,0,29.66,0.745,59.58,0,22.097,953.28,0
0,303.3,311.3,1393,47.4,18,0,34.42,0.721,57.44,1,24.817,1033.92,0
2,303.2,311.2,1475,43.1,20,0,26.86,0.665,49.88,2,17.862,997.6,0
0,303.2,311.2,1427,45.6,25,0,28.55,0.755,49.15,0,21.555,1228.75,0
0,303.3,311.2,1763,27.3,27,0,23.66,0.287,45.12,1,6.79,1218.24,0
0,303.2,311.2,1363,46.7,29,1,24.53,0.667,51.05,2,16.362,1480.45,0
0,303.2,311.2,1404,50.9,31,0,28.39,0.493,46.44,0,13.996,1439.64,0
1,303.2,311.2,1688,31.9,33,0,32.42,0.824,64.7,1,26.714,2135.1,0
0,303.3,311.4,1510,37.3,36,0,26.97,0.628,45.99,2,16.937,1655.64,0
2,303.3,311.3,1502,39.5,38,0,27.06,0.655,56.22,0,17.724,2136.36,0
2,303.2,311.4,1607,36.6,43,0,26.37,0.424,55.54,1,11.181,2388.22,0
1,303.3,311.5,1384,54.8,48,0,25.86,0.803,64.46,2,20.766,3094.08,1
0,303.4,311.7,1295,51.3,51,1,29.18,0.744,65.89,0,21.71,3360.39,0
2,303.4,311.7,1991,19.0,53,0,22.01,0.734,61.96,1,16.155,3283.88,0
0,303.4,311.6,1497,42.8,58,0,33.12,0.528,58.53,2,17.487,3394.74,0
0,303.5,311.6,1465,48.7,60,0,25.34,0.534,44.51,0,13.532,2670.6,0
0,303.5,311.6,1361,46.5,62,1,30.89,0.684,44.31,1,21.129,2747.22,0
0,303.6,311.7,1546,38.5,64,0,22.92,0.546,46.54,2,12.514,2978.56,0
2,303.7,311.9,1332,52.7,66,1,30.68,0.715,62.52,0,21.936,4126.32,0
1,303.7,312.0,2663,11.4,71,1,30.69,0.326,55.73,1,10.005,3956.83,0
0,303.7,312.1,1443,45.9,74,0,29.54,0.577,63.69,2,17.045,4713.06,0
1,303.7,312.0,1402,48.6,76,0,24.02,0.92,65.03,0,22.098,4942.28,0
0,303.7,312.0,1892,22.5,79,0,29.0,0.716,47.74,1,20.764,3771.46,0
1,303.6,312.0,1645,35.7,81,0,23.27,0.675,55.32,2,15.707,4480.92,0
0,303.6,311.9,1473,50.1,84,0,26.99,0.948,54.87,0,25.587,4609.08,0
0,303.6,312.0,1309,52.9,86,1,32.12,0.3,51.72,1,9.636,4447.92,0
2,303.6,311.9,1544,37.1,88,0,31.19,0.528,49.65,2,16.468,4369.2,0
0,303.5,311.9,1344,49.3,93,1,28.06,0.59,66.85,0,16.555,6217.05,0
1,303.6,311.9,1617,36.0,95,0,24.1,0.779,55.52,1,18.774,5274.4,0
1,303.6,312.0,1435,37.9,98,0,30.58,0.781,55.13,2,23.883,5402.74,1
0,303.6,312.0,1391,50.3,101,0,28.08,0.52,46.97,0,14.602,4743.97,0
0,303.6,312.0,1827,23.3,103,0,18.72,0.8,61.75,1,14.976,6360.25,0
0,303.5,312.0,1761,25.8,105,0,31.13,0.59,44.95,2,18.367,4719.75,0
0,303.5,312.1,1522,36.4,107,0,27.9,0.832,59.55,0,23.213,6371.85,0
1,303.5,312.2,1818,23.6,109,0,32.81,0.495,59.82,1,16.241,6520.38,0
2,303.6,312.2,1371,54.6,112,1,23.62,0.632,50.87,2,14.928,5697.44,0
0,303.7,312.3,1511,38.9,117,0,15.29,0.576,58.18,0,8.807,6807.06,0
0,303.7,312.4,1404,46.6,119,0,29.12,0.808,56.86,1,23.529,6766.34,0
0,303.7,312.3,1384,45.9,121,0,29.17,0.572,54.61,2,16.685,6607.81,0
0,303.8,312.5,1368,52.6,123,0,21.24,0.644,55.13,0,13.679,6780.99,0
0,303.7,312.5,1641,36.0,125,0,24.09,0.726,55.62,1,17.489,6952.5,0
0,303.9,312.6,1642,32.3,127,0,39.02,0.732,56.3,2,28.563,7150.1,1
2,303.9,312.7,1401,50.0,129,0,26.78,0.783,55.6,0,20.969,7172.4,0
0,303.8,312.6,1577,41.3,134,0,30.92,0.682,43.96,1,21.087,5890.64,0
0,303.7,312.6,1396,44.1,136,0,25.4,0.587,53.48,2,14.91,7273.28,0
2,303.7,312.6,1514,35.5,138,0,19.64,0.598,57.65,0,11.745,7955.7,0
0,303.8,312.8,1646,35.8,143,0,27.32,0.654,55.97,1,17.867,8003.71,0
0,303.8,312.8,1443,40.7,145,0,26.94,0.687,64.54,2,18.508,9358.3,0
1,303.7,312.7,1469,48.5,147,0,26.4,0.628,61.2,0,16.579,8996.4,0
2,303.7,312.7,1564,40.2,150,0,27.54,0.653,46.3,1,17.984,6945.0,0
2,303.6,312.6,1498,40.2,155,0,29.06,0.422,53.33,2,12.263,8266.15,0
0,303.6,312.6,1699,27.9,160,0,27.4,0.75,51.89,0,20.55,8302.4,0
0,303.6,312.5,1431,49.0,162,0,22.94,0.677,54.96,1,15.53,8903.52,0
0,303.5,312.4,1390,47.3,164,0,29.94,0.8,54.97,2,23.952,9015.08,1
0,303.5,312.5,1380,46.1,166,0,20.2,0.65,61.12,0,13.13,10145.92,0
0,303.5,312.5,1457,46.4,168,0,19.8,0.389,56.77,1,7.702,9537.36,0
0,303.5,312.5,1418,42.2,170,0,30.96,0.596,67.31,2,18.452,11442.7,0
1,303.5,312.5,1353,51.0,172,0,30.03,0.62,57.41,0,18.619,9874.52,0
0,303.5,312.4,1574,32.7,175,0,27.77,0.761,46.69,1,21.133,8170.75,0
1,303.5,312.4,1318,54.2,177,0,22.42,0.339,50.33,2,7.6,8908.41,0
0,303.6,312.5,1710,31.4,180,0,25.17,0.656,61.04,0,16.512,10987.2,0
0,303.7,312.6,1621,38.8,182,0,26.95,0.727,38.86,1,19.593,7072.52,0
0,303.6,312.6,1606,33.6,184,0,21.62,0.551,41.54,2,11.913,7643.36,0
2,303.6,312.5,1375,54.0,186,0,25.04,0.661,55.11,0,16.551,10250.46,0
0,303.5,312.4,1503,36.5,191,0,30.61,0.556,64.51,1,17.019,12321.41,0
0,303.5,312.3,1404,48.6,193,0,33.71,0.541,68.07,2,18.237,13137.51,0
0,303.4,312.2,1656,32.7,195,0,26.32,0.589,52.83,0,15.502,10301.85,0
1,303.4,312.1,1499,39.4,197,0,31.03,0.543,65.61,1,16.849,12925.17,0
1,303.4,312.0,1748,28.4,200,0,20.34,0.753,55.72,2,15.316,11144.0,1
0,303.4,311.9,1531,37.9,203,0,30.64,0.54,39.69,0,16.546,8057.07,0
1,303.3,311.8,1536,40.6,205,0,24.78,0.515,54.92,1,12.762,11258.6,0
0,303.4,311.8,1401,53.0,208,1,29.23,0.915,48.81,2,26.745,10152.48,1
2,303.4,311.9,1534,33.2,210,0,27.01,0.794,64.18,0,21.446,13477.8,0
0,303.4,312.0,1521,35.9,215,1,33.28,0.371,54.74,1,12.347,11769.1,0
0,303.5,312.1,1674,30.8,0,0,24.5,0.535,42.22,2,13.108,0.0,0
1,303.6,312.1,1967,20.9,2,0,30.51,0.686,40.0,0,20.93,80.0,0
0,303.6,312.2,1696,30.7,5,0,26.88,0.699,54.79,1,18.789,273.95,0
1,303.6,312.1,1627,32.5,7,0,27.37,0.426,30.8,2,11.66,215.6,0
0,303.5,311.9,1405,45.6,10,0,27.26,0.824,49.82,0,22.462,498.2,0
0,303.5,311.9,1565,38.9,12,0,24.62,0.774,57.31,1,19.056,687.72,0
0,303.5,311.9,1493,38.7,14,0,27.94,0.722,44.43,2,20.173,622.02,1
0,303.4,311.8,1499,45.0,16,0,27.75,0.854,64.94,0,23.698,1039.04,0
0,303.3,311.8,1692,30.6,18,0,28.96,0.718,66.91,1,20.793,1204.38,0
0,303.4,311.8,2268,15.8,20,0,28.34,0.717,44.83,2,20.32,896.6,1
0,303.4,311.8,1438,58.9,22,0,31.19,0.884,52.02,0,27.572,1144.44,0
0,303.5,311.9,1515,39.2,24,0,31.69,0.815,64.95,1,25.827,1558.8,0
0,303.4,311.9,1491,38.2,26,0,23.8,0.524,54.99,2,12.471,1429.74,0
0,303.5,312.0,1756,29.7,28,0,31.48,0.745,41.06,0,23.453,1149.68,0
0,303.5,312.0,1366,54.5,30,1,23.25,0.55,53.57,1,12.788,1607.1,0
0,303.5,312.0,1436,45.1,32,0,30.35,0.726,46.47,2,22.034,1487.04,1
0,303.4,311.9,1377,41.6,34,1,30.48,0.721,66.08,0,21.976,2246.72,0
1,303.4,311.9,1510,42.2,36,0,20.35,0.442,61.06,1,8.995,2198.16,0
1,303.4,311.9,1419,50.9,39,0,28.37,0.632,51.86,2,17.93,2022.54,0
0,303.3,311.8,1315,62.0,42,1,26.13,0.69,56.42,0,18.03,2369.64,0
2,303.3,311.8,1806,27.7,44,0,24.96,0.585,41.92,1,14.602,1844.48,0
2,303.3,311.8,1649,29.4,49,0,33.4,0.697,47.46,2,23.28,2325.54,0
2,303.4,311.9,1402,50.0,54,0,25.39,0.771,70.53,0,19.576,3808.62,0
0,303.4,311.9,1298,63.9,59,1,24.77,0.645,55.54,1,15.977,3276.86,0
1,303.3,311.8,1441,44.9,61,0,28.3,0.684,64.3,2,19.357,3922.3,0
1,303.3,311.8,1489,49.4,64,0,30.74,0.858,57.32,0,26.375,3668.48,0
0,303.3,311.8,1842,24.5,67,0,27.43,0.721,68.14,1,19.777,4565.38,0
1,303.4,311.8,1316,50.9,69,1,32.67,0.68,35.01,2,22.216,2415.69,0
1,303.3,311.8,1583,33.3,72,0,30.12,0.506,53.12,0,15.241,3824.64,0
1,303.3,311.8,1548,33.5,75,0,19.29,0.751,71.45,1,14.487,5358.75,0
0,303.4,311.9,1434,44.6,78,0,25.88,0.7,64.56,2,18.116,5035.68,0
2,303.5,312.0,1397,52.9,80,0,25.75,0.843,68.25,0,21.707,5460.0,0
1,303.5,312.0,1475,42.9,85,0,29.92,0.657,54.93,1,19.657,4669.05,0
0,303.5,312.0,1441,56.8,88,0,17.5,0.378,49.63,2,6.615,4367.44,0
0,303.7,312.1,1363,51.8,90,1,38.2,0.395,44.73,0,15.089,4025.7,0
0,303.7,312.2,1619,34.9,92,0,30.12,0.76,44.03,1,22.891,4050.76,0
0,303.7,312.2,1487,34.0,94,0,28.6,0.564,63.07,2,16.13,5928.58,0
0,303.7,312.2,1568,33.8,96,0,32.73,0.716,60.13,0,23.435,5772.48,0
0,303.7,312.3,1375,46.2,98,0,37.37,0.667,54.33,1,24.926,5324.34,0
1,303.6,312.3,1698,31.3,100,0,31.48,0.625,60.08,2,19.675,6008.0,0
0,303.7,312.3,1606,37.4,103,0,31.8,0.636,56.42,0,20.225,5811.26,0
0,303.7,312.3,1349,51.0,105,0,28.52,0.52,64.62,1,14.83,6785.1,0
0,303.7,312.4,1535,38.6,107,0,27.43,0.648,64.53,2,17.775,6904.71,0
1,303.6,312.4,1504,49.5,109,0,26.1,0.562,44.34,0,14.668,4833.06,0
0,303.5,312.3,1946,21.1,112,0,24.7,0.594,57.74,1,14.672,6466.88,0
0,303.5,312.1,1326,55.7,114,0,25.25,0.601,38.31,2,15.175,4367.34,0
1,303.6,312.3,1915,22.3,116,0,22.6,0.616,56.33,0,13.922,6534.28,0
0,303.6,312.3,1451,43.4,119,0,27.7,0.788,61.04,1,21.828,7263.76,0
1,303.5,312.3,1624,34.8,121,0,21.26,0.631,41.86,2,13.415,5065.06,0
0,303.6,312.4,1781,28.7,124,0,28.76,0.804,50.84,0,23.123,6304.16,0
0,303.6,312.5,1345,54.1,126,0,27.85,0.881,55.1,1,24.536,6942.6,0
0,303.6,312.4,1418,46.0,128,0,28.59,0.778,57.34,2,22.243,7339.52,1
0,303.7,312.4,1718,26.5,130,0,25.91,0.73,52.21,0,18.914,6787.3,0
1,303.7,312.4,1631,28.5,132,0,40.31,0.699,43.28,1,28.177,5712.96,0
0,303.7,312.4,1513,40.1,135,0,33.44,0.78,54.46,2,26.083,7352.1,1
0,303.7,312.4,1316,59.3,137,0,23.02,0.663,38.48,0,15.262,5271.76,0
1,303.7,312.4,1474,38.8,139,0,28.93,0.798,52.67,1,23.086,7321.13,0
0,303.8,312.5,1619,30.9,142,0,25.57,0.742,50.59,2,18.973,7183.78,1
0,303.7,312.4,1702,31.2,144,0,23.94,0.596,53.66,0,14.268,7727.04,0
1,303.7,312.4,1540,37.4,146,0,22.64,0.784,49.41,1,17.75,7213.86,0
1,303.7,312.4,1546,33.7,149,0,29.73,0.664,39.92,2,19.741,5948.08,0
0,303.7,312.4,1348,51.0,152,0,25.27,0.634,51.34,0,16.021,7803.68,0
2,303.7,312.5,1520,35.6,154,0,31.87,0.579,64.31,1,18.453,9903.74,0
1,303.8,312.6,1527,41.9,159,0,31.98,0.675,67.61,2,21.586,10749.99,0
1,303.8,312.6,1406,47.1,162,0,33.5,0.799,79.39,0,26.766,12861.18,0
0,303.7,312.5,1462,46.2,165,0,24.59,0.783,71.92,1,19.254,11866.8,0
1,303.8,312.6,1684,29.3,167,0,29.9,0.703,43.03,2,21.02,7186.01,1
2,303.8,312.5,1655,28.0,170,0,30.53,0.74,50.92,0,22.592,8656.4,0
2,303.8,312.5,1748,25.1,175,0,26.1,0.841,54.77,1,21.95,9584.75,0
0,303.8,312.5,1372,45.7,180,0,24.91,0.628,54.14,2,15.643,9745.2,0
0,303.7,312.5,1481,33.3,182,0,34.44,0.483,55.7,0,16.635,10137.4,0
0,303.7,312.4,1512,39.2,184,0,28.91,0.845,79.08,1,24.429,14550.72,0
0,303.7,312.5,1632,36.6,186,0,30.54,0.571,44.18,2,17.438,8217.48,0
0,303.7,312.4,1525,43.9,188,0,24.71,0.546,47.86,0,13.492,8997.68,0
1,303.7,312.3,1756,26.4,190,0,23.12,0.381,71.44,1,8.809,13573.6,0
0,303.7,312.3,1922,23.1,193,0,25.72,0.736,48.84,2,18.93,9426.12,1
1,303.8,312.5,1448,44.3,195,0,27.5,0.407,58.94,0,11.192,11493.3,0
2,303.8,312.5,1447,46.6,198,0,23.74,0.537,65.35,1,12.748,12939.3,0
1,303.8,312.4,1597,33.4,203,0,27.96,0.738,59.86,2,20.634,12151.58,1
1,303.7,312.4,1642,32.3,206,0,21.25,0.758,56.92,0,16.108,11725.52,0
2,303.8,312.5,1525,38.0,209,0,23.52,0.552,64.39,1,12.983,13457.51,0
2,303.6,312.4,1460,53.7,214,0,30.68,0.63,46.07,2,19.328,9858.98,0
0,303.6,312.3,2168,17.7,219,0,30.42,0.519,50.04,0,15.788,10958.76,0
0,303.6,312.4,1388,41.9,221,0,26.43,0.568,60.36,1,15.012,13339.56,0
1,303.6,312.3,1630,32.4,223,0,23.93,0.69,34.31,2,16.512,7651.13,0
0,303.6,312.3,1616,29.3,226,0,23.89,0.575,69.17,0,13.737,15632.42,0
0,303.6,312.4,2232,16.8,0,0,26.51,0.613,58.03,1,16.251,0.0,0
2,303.6,312.4,1480,50.7,2,0,30.58,0.43,56.53,2,13.149,113.06,0
0,303.6,312.4,1363,53.1,7,0,31.71,0.82,38.69,0,26.002,270.83,0
2,303.6,312.4,1436,45.6,9,0,26.01,0.727,42.13,1,18.909,379.17,0
1,303.6,312.5,1607,33.7,14,0,23.39,0.769,51.01,2,17.987,714.14,1
1,303.6,312.5,1459,48.2,17,0,29.07,0.844,63.07,0,24.535,1072.19,0
0,303.5,312.4,1481,43.7,20,0,24.71,0.526,34.23,1,12.997,684.6,0
1,303.5,312.4,1606,31.7,22,0,25.93,0.596,62.88,2,15.454,1383.36,0
0,303.5,312.3,1681,29.8,25,0,33.3,0.366,51.4,0,12.188,1285.0,0
0,303.5,312.2,1511,37.1,27,0,31.31,1.0,52.77,1,31.31,1424.79,0
1,303.5,312.3,1593,35.2,29,0,28.63,0.628,57.54,2,17.98,1668.66,0
1,303.5,312.3,1532,41.7,32,0,22.91,0.806,57.69,0,18.465,1846.08,0
2,303.5,312.3,1386,49.0,35,0,28.85,0.464,47.88,1,13.386,1675.8,0
2,303.4,312.3,1769,27.9,40,0,32.25,0.799,61.25,2,25.768,2450.0,1
1,303.4,312.2,1561,38.2,45,0,26.5,0.929,31.81,0,24.618,1431.45,0
0,303.3,312.2,1457,40.7,48,0,33.4,0.641,50.5,1,21.409,2424.0,0
0,303.3,312.2,1506,40.0,50,0,33.17,0.498,56.54,2,16.519,2827.0,0
0,303.4,312.2,1337,69.4,52,1,34.65,0.629,51.55,0,21.795,2680.6,0
0,303.4,312.3,1287,54.8,54,0,29.22,0.316,36.73,1,9.234,1983.42,0
1,303.4,312.2,1615,35.7,56,0,30.35,0.644,62.58,2,19.545,3504.48,0
1,303.4,312.2,1972,23.5,59,0,33.66,0.773,42.52,0,26.019,2508.68,0
2,303.4,312.3,1522,42.1,62,0,29.79,0.645,54.32,1,19.215,3367.84,0
0,303.4,312.3,1680,30.6,67,0,26.0,0.607,56.53,2,15.782,3787.51,0
0,303.4,312.3,1502,36.0,69,0,26.21,0.729,55.2,0,19.107,3808.8,0
1,303.5,312.3,1543,33.3,71,0,28.95,0.741,66.69,1,21.452,4734.99,0
0,303.5,312.3,1584,35.2,74,0,22.84,0.401,54.47,2,9.159,4030.78,0
0,303.5,312.4,1340,44.5,76,0,27.43,0.663,59.27,0,18.186,4504.52,0
0,303.4,312.3,1663,33.9,78,0,32.39,1.0,54.44,1,32.39,4246.32,0
1,303.3,312.1,1693,30.0,80,0,19.23,0.45,61.13,2,8.654,4890.4,0
0,303.3,312.1,1418,44.7,83,0,34.14,0.637,68.93,0,21.747,5721.19,0
2,303.4,312.2,1554,36.8,85,0,32.49,0.941,56.38,1,30.573,4792.3,0
0,303.4,312.2,1580,35.8,90,0,26.16,0.816,62.82,2,21.347,5653.8,1
0,303.4,312.3,1479,42.8,92,0,30.17,0.573,69.55,0,17.287,6398.6,0
0,303.5,312.4,1284,70.6,94,1,28.01,0.681,68.57,1,19.075,6445.58,0
0,303.4,312.3,1540,38.7,96,0,32.92,0.65,51.15,2,21.398,4910.4,0
1,303.5,312.4,1606,30.1,98,0,31.93,0.538,65.36,0,17.178,6405.28,0
0,303.6,312.5,1286,62.4,101,0,22.4,0.639,57.49,1,14.314,5806.49,0
0,303.6,312.6,1502,39.5,103,0,30.35,0.608,66.17,2,18.453,6815.51,0
1,303.6,312.7,1699,31.5,105,0,27.18,0.667,60.69,0,18.129,6372.45,0
0,303.5,312.6,1602,34.2,108,0,28.33,0.538,57.76,1,15.242,6238.08,0
2,303.6,312.6,1436,42.0,110,0,25.09,0.459,59.34,2,11.516,6527.4,0
1,303.6,312.7,1765,27.5,115,0,34.99,0.644,57.55,0,22.534,6618.25,0
0,303.6,312.7,1418,44.1,118,0,32.16,0.907,57.94,1,29.169,6836.92,0
1,303.7,312.7,1669,31.7,120,0,25.04,0.662,53.41,2,16.576,6409.2,0
0,303.7,312.7,1395,53.9,123,0,22.66,0.6,52.48,0,13.596,6455.04,0
1,303.8,312.7,1500,41.7,125,0,26.46,0.763,72.63,1,20.189,9078.75,0
1,303.8,312.7,1555,33.4,128,0,29.74,0.626,59.78,2,18.617,7651.84,0
1,303.8,312.7,1919,20.2,131,0,28.96,0.93,49.27,0,26.933,6454.37,0
0,303.8,312.7,1596,36.6,134,0,33.01,0.649,52.23,1,21.423,6998.82,0
1,303.8,312.7,1374,53.6,136,0,31.16,0.755,65.56,2,23.526,8916.16,1
0,303.7,312.5,1670,26.1,139,0,31.88,0.537,47.64,0,17.12,6621.96,0
0,303.7,312.6,1702,29.1,141,0,29.31,0.725,40.18,1,21.25,5665.38,0
1,303.8,312.5,1366,45.1,143,0,22.44,0.691,40.92,2,15.506,5851.56,0
1,303.8,312.5,2344,15.2,146,0,27.22,0.642,37.71,0,17.475,5505.66,0
1,303.8,312.6,1768,23.9,149,0,32.24,0.575,42.01,1,18.538,6259.49,0
0,303.8,312.5,1523,47.0,152,0,27.79,0.554,43.19,2,15.396,6564.88,0
0,303.8,312.6,1735,25.9,154,0,30.01,0.692,68.85,0,20.767,10602.9,0
0,303.9,312.7,1339,62.3,156,0,26.73,0.744,54.54,1,19.887,8508.24,0
0,303.9,312.7,1800,24.3,158,0,23.88,0.631,51.37,2,15.068,8116.46,0
1,304.0,312.7,1456,51.2,160,0,27.51,0.693,40.57,0,19.064,6491.2,0
